svhn, 1342748,rfBase,32,5,60000,1024
svhn, 1295004,rfBase,16,5,60000,1024
svhn, 1267340,rfBase,8,5,60000,1024
svhn, 1245912,rfBase,4,5,60000,1024
svhn, 1223524,rfBase,2,5,60000,1024
svhn, 1290764,rfBase,1,5,60000,1024
svhn, 1577524,rerf,32,5,60000,1024
svhn, 1514096,rerf,16,5,60000,1024
svhn, 1474524,rerf,8,5,60000,1024
svhn, 1438204,rerf,4,5,60000,1024
svhn, 1385720,rerf,2,5,60000,1024
svhn, 1270728,rerf,1,5,60000,1024
svhn, 1404300,binnedBase,32,5,60000,1024
svhn, 1392816,binnedBase,16,5,60000,1024
svhn, 1347288,binnedBase,8,5,60000,1024
svhn, 1325496,binnedBase,4,5,60000,1024
svhn, 1311416,binnedBase,2,5,60000,1024
svhn, 1290956,binnedBase,1,5,60000,1024
svhn, 1478960,binnedBaseRerF,32,5,60000,1024
svhn, 1430988,binnedBaseRerF,16,5,60000,1024
svhn, 1395616,binnedBaseRerF,8,5,60000,1024
svhn, 1375792,binnedBaseRerF,4,5,60000,1024
svhn, 1379688,binnedBaseRerF,2,5,60000,1024
svhn, 1363108,binnedBaseRerF,1,5,60000,1024
svhn, 1816600,XGBoost,32,5,60000,1024
svhn, 1816688,XGBoost,16,5,60000,1024
svhn, 1817084,XGBoost,8,5,60000,1024
svhn, 1816412,XGBoost,4,5,60000,1024
svhn, 1817764,XGBoost,2,5,60000,1024
svhn, 1817060,XGBoost,1,5,60000,1024
svhn, 1547980,Ranger,32,5,60000,1024
svhn, 1543024,Ranger,16,5,60000,1024
svhn, 1537648,Ranger,8,5,60000,1024
svhn, 1534720,Ranger,4,5,60000,1024
svhn, 1533156,Ranger,2,5,60000,1024
svhn, 1532856,Ranger,1,5,60000,1024
svhn, 911320,R-RerF,32,5,60000,1024
svhn, 911164,R-RerF,16,5,60000,1024
svhn, 911204,R-RerF,8,5,60000,1024
svhn, 910876,R-RerF,4,5,60000,1024
svhn, 910984,R-RerF,2,5,60000,1024
svhn, 911084,R-RerF,1,5,60000,1024
svhn, 1398796,rfBase,16,1,60000,1024
svhn, 1411324,rerf,16,1,60000,1024
svhn, 1393068,binnedBase,16,1,60000,1024
svhn, 1430952,binnedBaseRerF,16,1,60000,1024
svhn, 1816680,XGBoost,16,1,60000,1024
svhn, 1542780,Ranger,16,1,60000,1024
svhn, 910992,R-RerF,16,1,60000,1024
svhn, 1268132,rfBase,16,2,60000,1024
svhn, 1473192,rerf,16,2,60000,1024
svhn, 1243368,binnedBase,16,2,60000,1024
svhn, 1282716,binnedBaseRerF,16,2,60000,1024
svhn, 1817620,XGBoost,16,2,60000,1024
svhn, 1449768,Ranger,16,2,60000,1024
svhn, 911008,R-RerF,16,2,60000,1024
svhn, 1401428,rfBase,16,3,60000,1024
svhn, 1485508,rerf,16,3,60000,1024
svhn, 1379600,binnedBase,16,3,60000,1024
svhn, 1410048,binnedBaseRerF,16,3,60000,1024
svhn, 1816568,XGBoost,16,3,60000,1024
svhn, 1514396,Ranger,16,3,60000,1024
svhn, 911184,R-RerF,16,3,60000,1024
svhn, 1293584,rfBase,16,4,60000,1024
svhn, 1484296,rerf,16,4,60000,1024
svhn, 1385604,binnedBase,16,4,60000,1024
svhn, 1417948,binnedBaseRerF,16,4,60000,1024
svhn, 1816748,XGBoost,16,4,60000,1024
svhn, 1522492,Ranger,16,4,60000,1024
svhn, 911012,R-RerF,16,4,60000,1024
svhn, 1398580,rfBase,16,5,60000,1024
svhn, 1513412,rerf,16,5,60000,1024
svhn, 1392620,binnedBase,16,5,60000,1024
svhn, 1430944,binnedBaseRerF,16,5,60000,1024
svhn, 1816512,XGBoost,16,5,60000,1024
svhn, 1541948,Ranger,16,5,60000,1024
svhn, 911232,R-RerF,16,5,60000,1024
svhn, 1446848,rfBase,16,6,60000,1024
svhn, 1537332,rerf,16,6,60000,1024
svhn, 1401448,binnedBase,16,6,60000,1024
svhn, 1444272,binnedBaseRerF,16,6,60000,1024
svhn, 1816752,XGBoost,16,6,60000,1024
svhn, 1597900,Ranger,16,6,60000,1024
svhn, 911168,R-RerF,16,6,60000,1024
svhn, 1445020,rfBase,16,7,60000,1024
svhn, 1550880,rerf,16,7,60000,1024
svhn, 1379336,binnedBase,16,7,60000,1024
svhn, 1436668,binnedBaseRerF,16,7,60000,1024
svhn, 1816720,XGBoost,16,7,60000,1024
svhn, 1614168,Ranger,16,7,60000,1024
svhn, 911428,R-RerF,16,7,60000,1024
svhn, 1442968,rfBase,16,8,60000,1024
svhn, 1567060,rerf,16,8,60000,1024
svhn, 1384832,binnedBase,16,8,60000,1024
svhn, 1447180,binnedBaseRerF,16,8,60000,1024
svhn, 1816640,XGBoost,16,8,60000,1024
svhn, 1628408,Ranger,16,8,60000,1024
svhn, 911388,R-RerF,16,8,60000,1024
svhn, 1445680,rfBase,32,5,60000,1024
svhn, 1398608,rfBase,16,5,60000,1024
svhn, 1370732,rfBase,8,5,60000,1024
svhn, 1246692,rfBase,4,5,60000,1024
svhn, 1223892,rfBase,2,5,60000,1024
svhn, 1290448,rfBase,1,5,60000,1024
svhn, 1575792,rerf,32,5,60000,1024
svhn, 1514716,rerf,16,5,60000,1024
svhn, 1474248,rerf,8,5,60000,1024
svhn, 1439068,rerf,4,5,60000,1024
svhn, 1385816,rerf,2,5,60000,1024
svhn, 1311104,rerf,1,5,60000,1024
svhn, 1404500,binnedBase,32,5,60000,1024
svhn, 1393264,binnedBase,16,5,60000,1024
svhn, 1347656,binnedBase,8,5,60000,1024
svhn, 1326128,binnedBase,4,5,60000,1024
svhn, 1311804,binnedBase,2,5,60000,1024
svhn, 1291300,binnedBase,1,5,60000,1024
svhn, 1479672,binnedBaseRerF,32,5,60000,1024
svhn, 1431396,binnedBaseRerF,16,5,60000,1024
svhn, 1395728,binnedBaseRerF,8,5,60000,1024
svhn, 1376456,binnedBaseRerF,4,5,60000,1024
svhn, 1380276,binnedBaseRerF,2,5,60000,1024
svhn, 1363688,binnedBaseRerF,1,5,60000,1024
svhn, 1816948,XGBoost,32,5,60000,1024
svhn, 1816636,XGBoost,16,5,60000,1024
svhn, 1816708,XGBoost,8,5,60000,1024
