MNIST,rerf,16,4.868,0.266999999999999,0.9547,28,1
MNIST,rerf,16,4.761,0.265999999999998,0.9557,28,1
MNIST,rerf,16,4.597,0.264999999999997,0.9538,28,1
MNIST,rerf,16,4.299,0.265000000000001,0.9529,28,1
MNIST,rerf,16,4.568,0.271000000000001,0.9553,28,1
MNIST,rerf,16,4.51,0.269999999999996,0.9536,28,1
MNIST,rerf,16,4.706,0.273000000000003,0.9523,28,1
MNIST,rerf,16,4.588,0.296999999999997,0.9539,28,1
MNIST,rerf,16,4.65499999999999,0.268999999999998,0.9565,28,1
MNIST,rerf,16,4.73200000000001,0.27000000000001,0.9571,28,1
MNIST,rerf,16,6.53699999999999,0.259,0.9553,28,1.5
MNIST,rerf,16,6.298,0.27600000000001,0.9543,28,1.5
MNIST,rerf,16,6.26000000000001,0.272999999999996,0.9532,28,1.5
MNIST,rerf,16,6.14200000000001,0.268000000000001,0.9547,28,1.5
MNIST,rerf,16,5.964,0.289000000000001,0.9561,28,1.5
MNIST,rerf,16,6.491,0.262,0.9535,28,1.5
MNIST,rerf,16,6.33800000000001,0.259999999999991,0.9546,28,1.5
MNIST,rerf,16,6.32600000000001,0.282999999999987,0.9565,28,1.5
MNIST,rerf,16,5.89399999999999,0.296000000000006,0.9527,28,1.5
MNIST,rerf,16,6.134,0.27600000000001,0.9521,28,1.5
MNIST,rerf,16,7.12100000000001,0.281000000000006,0.9572,28,2
MNIST,rerf,16,7.28900000000002,0.271000000000015,0.9543,28,2
MNIST,rerf,16,7.142,0.271000000000015,0.9537,28,2
MNIST,rerf,16,7.38299999999998,0.242000000000019,0.9528,28,2
MNIST,rerf,16,7.18100000000001,0.271999999999991,0.9557,28,2
MNIST,rerf,16,7.208,0.264999999999986,0.9538,28,2
MNIST,rerf,16,7.14499999999998,0.27000000000001,0.9546,28,2
MNIST,rerf,16,7.39699999999999,0.276999999999987,0.9557,28,2
MNIST,rerf,16,7.20500000000001,0.301999999999992,0.9552,28,2
MNIST,rerf,16,7.46799999999999,0.27000000000001,0.956,28,2
MNIST,rerf,16,8.97399999999999,0.278999999999996,0.954,28,2.5
MNIST,rerf,16,8.964,0.274000000000001,0.9532,28,2.5
MNIST,rerf,16,8.98999999999998,0.37299999999999,0.955,28,2.5
MNIST,rerf,16,8.90900000000002,0.278999999999996,0.9546,28,2.5
MNIST,rerf,16,8.90700000000001,0.289999999999992,0.9551,28,2.5
MNIST,rerf,16,8.84699999999998,0.256000000000029,0.9564,28,2.5
